"state","county","FIPS","pop_2018"
"North Carolina","Chatham","37037",73139
"North Carolina","Cherokee","37039",28383
"North Carolina","Chowan","37041",14029
"North Carolina","Clay","37043",11139
"North Carolina","Cleveland","37045",97645
"North Carolina","Columbus","37047",55655
"North Carolina","Craven","37049",102912
"North Carolina","Cumberland","37051",332330
"North Carolina","Currituck","37053",27072
"North Carolina","Dare","37055",36501
"North Carolina","Davidson","37057",166614
"North Carolina","Davie","37059",42733
"North Carolina","Duplin","37061",58856
"North Carolina","Durham","37063",316739
"North Carolina","Edgecombe","37065",52005
"North Carolina","Forsyth","37067",379099
"North Carolina","Franklin","37069",67560
"North Carolina","Gaston","37071",222846
"North Carolina","Gates","37073",11573
"North Carolina","Graham","37075",8484
"North Carolina","Granville","37077",60115
"North Carolina","Greene","37079",21012
"North Carolina","Guilford","37081",533670
"North Carolina","Halifax","37083",50574
"North Carolina","Harnett","37085",134214
"North Carolina","Haywood","37087",61971
"North Carolina","Henderson","37089",116748
"North Carolina","Hertford","37091",23659
"North Carolina","Hoke","37093",54764
"North Carolina","Hyde","37095",5230
"North Carolina","Iredell","37097",178435
"North Carolina","Jackson","37099",43327
"North Carolina","Johnston","37101",202675
"North Carolina","Jones","37103",9637
"North Carolina","Lee","37105",61452
"North Carolina","Lenoir","37107",55976
"North Carolina","Lincoln","37109",83770
"North Carolina","Macon","37113",35285
"North Carolina","Madison","37115",21763
"North Carolina","Martin","37117",22671
"North Carolina","McDowell","37111",45507
"North Carolina","Mecklenburg","37119",1093901
"North Carolina","Mitchell","37121",15000
"North Carolina","Montgomery","37123",27271
"North Carolina","Moore","37125",98682
"North Carolina","Nash","37127",94016
"North Carolina","New Hanover","37129",232274
"North Carolina","Northampton","37131",19676
"North Carolina","Onslow","37133",197683
"North Carolina","Orange","37135",146027
"North Carolina","Pamlico","37137",12670
"North Carolina","Pasquotank","37139",39639
"North Carolina","Pender","37141",62162
"North Carolina","Perquimans","37143",13422
"North Carolina","Person","37145",39507
"North Carolina","Pitt","37147",179914
"North Carolina","Polk","37149",20611
"North Carolina","Randolph","37151",143351
"North Carolina","Richmond","37153",44887
"North Carolina","Robeson","37155",131831
"North Carolina","Rockingham","37157",90690
"North Carolina","Rowan","37159",141262
"North Carolina","Rutherford","37161",66826
"North Carolina","Sampson","37163",63626
"North Carolina","Scotland","37165",34810
"North Carolina","Stanly","37167",62075
"North Carolina","Stokes","37169",45467
"North Carolina","Surry","37171",71948
"North Carolina","Swain","37173",14245
"North Carolina","Transylvania","37175",34215
"North Carolina","Tyrrell","37177",4131
"North Carolina","Union","37179",235908
"North Carolina","Vance","37181",44582
"North Carolina","Wake","37183",1092305
"North Carolina","Warren","37185",19807
"North Carolina","Washington","37187",11859
"North Carolina","Watauga","37189",55945
"North Carolina","Wayne","37191",123248
"North Carolina","Wilkes","37193",68557
"North Carolina","Wilson","37195",81455
"North Carolina","Yadkin","37197",37543
"North Carolina","Yancey","37199",17903
"New Hampshire","Belknap","33001",61022
"New Hampshire","Carroll","33003",48779
"New Hampshire","Cheshire","33005",76493
"New Hampshire","Coos","33007",31589
"New Hampshire","Grafton","33009",89786
"New Hampshire","Hillsborough","33011",415247
"New Hampshire","Merrimack","33013",151132
"New Hampshire","Rockingham","33015",309176
"New Hampshire","Strafford","33017",130090
"New Hampshire","Sullivan","33019",43144
"New Jersey","Atlantic","34001",265429
"New Jersey","Bergen","34003",936692
"New Jersey","Burlington","34005",445384
"New Jersey","Cape May","34009",92560
"New Jersey","Cumberland","34011",150972
"New Jersey","Gloucester","34015",291408
"New Jersey","Hunterdon","34019",124714
"New Jersey","Ocean","34029",601651
"New Jersey","Passaic","34031",503310
