"state","county","inperson","total_votes","inperson_pct","pre_covid_cases","post_covid_cases","pre_week_diff","num_prec_pc","pop_2018","med_age","medIncome_2018","pctPovty_2018","unplmtRate_2018","noins_u65_2018","pctUrban_2010","pct_vet","avg_householdsize","pct_snap","pctno_hs","pctcollege","popDens","pct_black","pct_hisp","pct_asian","pct65plus","pct4064","pct1840","pctTrump_2016","inperson_1000","turnout","pre_election_rate","post_election_rate","state_pre_rate","state_post_rate","state_inperson_rate"
"Alabama","Greene",3971,4801,0.827119350135389,17,51,-9,157.901129600389,8233,41.8,28524,30.1,6.7,117,0,0.0549010081379813,2.39,0.353698530304871,24.1,10.1,14,0.796064618000729,0.0166403498117333,0.00267217296246812,0.176606340337665,0.307056965869064,0.243410664399368,0.17235705471,3.971,0.482327219725495,206.486092554354,619.458277663063,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Hale",6509,7957,0.818021867538017,54,102,-4,88.2792340078772,14726,40,34724,25.6,5.1,114,10.8,0.0604373217438544,2.46,0.266807008013038,16.4,14.1,24.5,0.578025261442347,0.0135814206165965,0.00285209832948526,0.160939834306668,0.31169360315089,0.258250713024582,0.396004993758,6.509,0.442007333967133,366.698356648105,692.652451446421,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Henry",8192,9339,0.877181711103973,116,59,70,75.5418676274043,17209,42.8,46027,17.9,4.4,139,12.2,0.0782729966877797,2.45,0.170143529548492,19.8,18,30.8,0.258295078156778,0.0267301993143123,0.00371898425242606,0.176884188506014,0.329478761113371,0.234296007902842,0.701384557815,8.192,0.476029984310535,674.065895752223,342.843860770527,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Houston",40426,46311,0.872924359223511,683,586,413,24.8276388915414,104722,38.5,47993,16.5,4,127,66.2,0.0904871946677871,2.44,0.178587116365234,14.3,21,175.1,0.269198449227478,0.0343862798647849,0.0105994919883119,0.140132923358989,0.319331181604629,0.266391016214358,0.727266238401,40.426,0.386031588395944,652.20297549703,559.576784247818,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Jackson",21055,22270,0.945442299057027,339,570,-25,56.0538116591928,51736,41.4,41929,19.7,4.1,133,23,0.0634181227771764,2.45,0.139400030926241,17.5,14.2,49.4,0.0341348384103912,0.029534560074223,0.00585665687335704,0.169572444719344,0.344479665996598,0.242809648987166,0.800721674284,21.055,0.406970001546312,655.249729395392,1101.74733261172,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Jefferson",277537,326374,0.850364918774167,2058,4924,142,26.2399514636736,659300,37.1,55013,16.1,3.7,111,90.2,0.0673532534506295,2.44,0.164030031851964,10.3,32.4,592.5,0.431260427726376,0.0398088882147732,0.0177096920976794,0.131113301986956,0.311037463976945,0.286221750341271,0.450220777564,277.537,0.420957075686334,312.149249203701,746.852722584559,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Lamar",6754,7231,0.934034020190845,84,105,18,173.360300491188,13844,43.5,40936,17.4,3.8,119,0,0.0633487431378214,2.35,0.192863334296446,17.6,12.5,24.1,0.103943946836175,0.0169026292978908,0.00101126841953193,0.197341808725802,0.334368679572378,0.230063565443513,0.839561390853,6.754,0.487864778965617,606.761051719156,758.451314648945,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Lauderdale",39140,44510,0.879352954392271,443,863,71,32.4721010531785,92387,40.4,48707,14,4.2,117,50.7,0.066654399428491,2.35,0.117917022957775,12.6,23.9,138.9,0.0989316678753504,0.0286187450615346,0.00766341584855012,0.168346195893362,0.315087620552675,0.272776472880384,0.714580166439,39.14,0.423652678407135,479.504692218602,934.114106963101,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Lawrence",15210,16086,0.945542707944797,127,236,-3,84.9591892465941,32957,40.6,43909,19.3,4.2,139,8.7,0.0490032466547319,2.5,0.179142519039961,21,11.7,49.7,0.108322966289407,0.0222714446096429,0.00233637770428134,0.151682495372758,0.347058288072337,0.248930424492521,0.733912329891,15.21,0.461510453014534,385.35060836848,716.084595078436,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Lee",58864,71625,0.82183595113438,269,574,35,12.8094863395978,163941,29.5,48937,19,3.6,105,72.6,0.0714098364655577,2.44,0.101658523493208,9.5,34.1,230.9,0.227770966384248,0.0375988922844194,0.041941918129083,0.0775644896639645,0.282449173788131,0.359336590602717,0.595148089062,58.864,0.359056001854326,164.083420254848,350.125959949006,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Limestone",42227,49383,0.855091833221959,365,644,47,24.9547694803169,96174,38.4,64863,11.4,3.5,109,42.4,0.0780668371909248,2.54,0.100682097032462,15.7,25.5,147.8,0.134932518144197,0.0614511198452804,0.015960654646786,0.105922598623329,0.33756524632437,0.261869112234076,0.731573604061,42.227,0.439068771185559,379.520452513153,669.619647721838,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Lowndes",5362,6896,0.777552204176334,30,39,8,110.2867455384,9974,40.6,33973,25.1,7.3,117,0,0.0616603168237417,2.57,0.36765590535392,22.5,14.1,15.8,0.719370362943654,0.0173450972528574,0.00441146982153599,0.165931421696411,0.326248245438139,0.252857429316222,0.262282804074,5.362,0.537597754160818,300.782033286545,391.016643272509,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Macon",7201,8771,0.821001026108768,27,90,13,70.5027387602365,18439,36.3,32495,30.2,5.5,116,44.5,0.0826509029773849,2.32,0.286458050870438,18.3,20.7,35.2,0.800477249308531,0.0182764792016921,0.00607408210857422,0.16437984706329,0.287705407017734,0.251423612994197,0.159350708733,7.201,0.390530939855741,146.428765117414,488.095883724714,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Madison",157664,195374,0.806985576381709,801,2158,-19,19.9171120733168,366519,37.3,63755,11.9,3.5,95,83.6,0.0938941773823458,2.43,0.105519768415826,8.9,41.7,417.7,0.244369323282013,0.0506876860408328,0.026778966438302,0.111516729009956,0.332653968825627,0.281161413187311,0.559336063158,157.664,0.430165966839373,218.542558503106,588.782573345447,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Marengo",9802,10942,0.895814293547798,115,97,-13,94.4088954159236,19066,40.4,37733,24,5,106,30.7,0.063306409315011,2.43,0.258995069757684,16.2,15.4,21.5,0.510752124200147,0.0258050980803525,0.00304206440784643,0.179586698835624,0.322406377845379,0.24902968635267,0.477164778955,9.802,0.514108884926046,603.167942935068,508.759047519144,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Marion",12970,13855,0.936124142908697,82,152,12,63.8376507744515,29763,42.8,37887,20.2,4.1,131,11.1,0.0608137620535564,2.36,0.174142391559991,20.3,13.1,41.5,0.0378322077747539,0.0257366528911736,0.00325908006585358,0.189665020327252,0.326613580620233,0.240499949601855,0.873063816605,12.97,0.435775963444545,275.509861237106,510.701206195612,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Marshall",36569,39751,0.919951699328319,291,998,-35,28.0931026230634,96109,38.2,46233,18.3,3.4,144,46.7,0.0586729650709091,2.57,0.158455503646901,19.1,19.2,164.4,0.0240352100219542,0.143254013671977,0.00733542124046655,0.144232069837372,0.315568781279589,0.260547919549678,0.835607035607,36.569,0.380495062897335,302.781217159683,1038.40431177101,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Mobile",160079,183803,0.870927025130167,3006,1386,-2250,20.3017713295485,413757,36.6,43598,20.8,4.7,131,80,0.0761606450162777,2.56,0.208177746841745,13.8,22.9,335.9,0.357456188052408,0.0305686671162059,0.0206594692053548,0.128870327269388,0.311180233808733,0.282368636663549,0.557492334151,160.079,0.386891339602714,726.513388293129,334.97922693755,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Monroe",9451,10708,0.882611131864027,44,58,-8,132.909289409978,21067,40.1,39556,21.9,6.2,137,21,0.0699672473536811,2.48,0.198841790477999,16.3,14.1,22.5,0.409645417002896,0.0161389851426401,0.00469929273270993,0.171737788959035,0.33398205724593,0.241989841932881,0.566617574865,9.451,0.448616319362035,208.857454787108,275.312099492097,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Montgomery",75122,99326,0.75631758049252,1059,791,137,21.2612341260525,225763,34.9,49640,20.1,4,122,89.5,0.0900944796091476,2.45,0.228000159459256,14.4,32.1,292.5,0.585454658203514,0.0351563365121831,0.0319051394604076,0.121459229368851,0.29858745675775,0.280023741711441,0.358753119316,75.122,0.332747172920275,469.075977906034,350.367420702241,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Morgan",48908,53905,0.907299879417494,582,1395,132,31.9089084634181,119089,39,52797,13.2,3.5,132,61.4,0.0694438613138073,2.5,0.133286869484167,16.7,21.7,206.3,0.126594395788024,0.0845334161845342,0.00701995986195199,0.141667156496402,0.330979351577392,0.25738733216334,0.747974635434,48.908,0.41068444608654,488.710124360772,1171.39282385443,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Perry",4050,5258,0.770254849752758,26,49,8,120.35010940919,9140,37.2,26814,35.3,6.5,117,0,0.0525164113785558,2.5,0.406564551422319,21.9,15.7,14.7,0.67527352297593,0.0144420131291028,0.00601750547045952,0.193544857768053,0.285339168490153,0.231509846827133,0.266983824929,4.05,0.443107221006565,284.463894967177,536.105032822757,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Pickens",8912,9686,0.920090852777204,125,180,3,90.2798675895275,19938,41.9,37586,23.1,4.6,122,0,0.0691644096699769,2.42,0.190039121275955,19.4,13.5,22.4,0.398234527033805,0.0475473969304845,0.00336041729361019,0.167318687932591,0.304092687330725,0.228658842411476,0.574468085106,8.912,0.44698565553215,626.943524927275,902.798675895275,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Pike",12739,13895,0.916804605973372,77,97,9,95.9865618813366,33338,31.4,37259,23.6,4.5,140,48.3,0.0706101145839582,2.34,0.205231267622533,19,23.6,49,0.373147759313696,0.02405663207151,0.0212970184174216,0.126312316275721,0.258443817865499,0.340002399664047,0.589712092131,12.739,0.382116503689483,230.967664526966,290.959265702802,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Randolph",9904,10873,0.910880161868849,79,95,-13,110.01100110011,22725,41.2,40546,19.7,4,131,18.7,0.0698349834983498,2.46,0.214697469746975,21.2,14.9,39.5,0.193619361936194,0.0290869086908691,0.00391639163916392,0.171089108910891,0.334873487348735,0.237007700770077,0.75982230997,9.904,0.435819581958196,347.634763476348,418.041804180418,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Russell",16739,21394,0.782415630550622,110,154,32,27.6907633997335,57781,35.8,39104,21.7,4,120,64.6,0.117460756996244,2.47,0.222443363735484,16.7,16.5,82.6,0.447569270175317,0.0561603295200845,0.00877451065229055,0.116301206278881,0.313407521503608,0.295425832020907,0.48129180602,16.739,0.289697305342587,190.373998373168,266.523597722435,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Shelby",99641,115128,0.865480161211869,754,1530,18,19.4708563004446,215707,36.9,75663,8,2.9,81,77.1,0.0644624421089719,2.6,0.0577635403579856,7.8,42.1,248.5,0.128910976463443,0.0577867199488195,0.0225815573903489,0.0956250840260168,0.339182316753745,0.265550028510897,0.734275461656,99.641,0.461927522055381,349.548229774648,709.295479516196,411.672075633747,619.738123203333,0.413973895792258
"Alabama","St. Clair",39491,44551,0.886422302529685,433,575,61,32.6981621377833,88690,38.6,57284,12,3.5,115,27.2,0.0751381215469613,2.58,0.118987484496561,15.2,16.5,132.3,0.0932574134626226,0.0250761077911828,0.0089074303754651,0.123001465779682,0.332145675949938,0.262791746532867,0.832406357909,39.491,0.445270041718345,488.217386402075,648.325628593979,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Sumter",5295,6324,0.837286527514231,24,50,6,94.5551965960129,12691,37.7,27859,34.7,5.9,134,0,0.0468836183121897,2.32,0.29477582538807,15.8,21.8,15.2,0.714128122291388,0.0115042155858482,0.0201717752738161,0.162556142147979,0.284138365771019,0.283114017807895,0.247379126897,5.295,0.417224804979907,189.110393192026,393.979985816721,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Talladega",32330,35779,0.903602671958411,282,413,0,31.3173322643684,79828,39.3,41630,19.3,4.3,120,44.2,0.0686475923234955,2.48,0.171368442150624,19,14.3,111.7,0.32567520168362,0.0235882146615223,0.00657663977551736,0.145199679310518,0.327040637370346,0.253707972140101,0.620025287495,32.33,0.404995740842812,353.259507942075,517.362329007366,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Tallapoosa",19212,21068,0.911904309853807,136,232,8,61.7329678741635,40497,42.4,42205,19.7,4.2,118,25.8,0.0783267896387387,2.42,0.187692915524607,19.5,18.3,58.1,0.267797614638121,0.0235079141664815,0.00619798997456602,0.177618095167543,0.334889004123762,0.238659653801516,0.700767401643,19.212,0.474405511519372,335.82734523545,572.881941872237,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Tuscaloosa",77516,90421,0.857278729498678,894,1360,-82,25.369655020559,208911,31.2,52557,16.8,3.7,101,74.5,0.0610642809617493,2.42,0.126532351096879,11.6,30.3,147.3,0.318446611236364,0.0388442925456295,0.0162461526678825,0.100760610977881,0.281943028370933,0.332964755326431,0.583798404073,77.516,0.371047958221444,427.933426195844,650.994921282268,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Walker",29500,31287,0.942883625787068,287,403,7,69.0618574500479,63711,41.2,45434,17.9,4.2,130,25.9,0.071761548241277,2.49,0.169954952833891,19.1,11.6,84.7,0.0606331716658034,0.0256470625166769,0.00605860840357238,0.170990880695641,0.329864544584138,0.248450032176547,0.827822042882,29.5,0.463028362449185,450.47166109463,632.543830735666,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Washington",8175,8918,0.916685355460866,144,45,-94,109.903529124435,16378,39.7,44424,17.6,5.8,138,0,0.0553181096592991,2.58,0.18427158383197,19.6,11.1,16.3,0.233300769324704,0.0158138966906826,0.00903651239467579,0.158138966906826,0.337159604347295,0.24758822811088,0.710197833255,8.175,0.499145194773477,879.228232995482,274.758822811088,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Wilcox",4678,5935,0.788205560235889,18,35,-2,310.529782629152,10627,38.8,25385,33.4,9.6,113,0,0.0540133621906465,2.58,0.405006116495718,23.1,12.5,13.1,0.707349204855557,0.0141149901195069,0.00235249835325115,0.164863084595841,0.307989084407641,0.253034722875694,0.284987694832,4.678,0.440199491860356,169.379881434083,329.349769455161,411.672075633747,619.738123203333,0.413973895792258
"Alabama","Winston",10594,11313,0.936444798019977,83,208,-15,71.8512256973795,23660,43.1,41156,18.6,4.2,147,15.1,0.0674556213017752,2.38,0.142434488588335,21.9,13.5,39.9,0.00794590025359256,0.0319526627218935,0.0036770921386306,0.183136094674556,0.344885883347422,0.232755705832629,0.899561189664,10.594,0.447759932375317,350.803043110735,879.120879120879,411.672075633747,619.738123203333,0.413973895792258
